Date,Holiday,Province,Year
2012-11-12,Remembrance Day (observed),YT,2012
2012-12-25,Christmas Day,AB,2012
2012-12-25,Christmas Day,BC,2012
2012-12-25,Christmas Day,MB,2012
2012-12-25,Christmas Day,NB,2012
2012-12-25,Christmas Day,NL,2012
2012-12-25,Christmas Day,NS,2012
2012-12-25,Christmas Day,NT,2012
2012-12-25,Christmas Day,NU,2012
2012-12-25,Christmas Day,ON,2012
2012-12-25,Christmas Day,PE,2012
2012-12-25,Christmas Day,QC,2012
2012-12-25,Christmas Day,SK,2012
2012-12-25,Christmas Day,YT,2012
2012-12-26,Boxing Day,ON,2012
2013-01-01,New Year's Day,AB,2013
2013-01-01,New Year's Day,BC,2013
2013-01-01,New Year's Day,MB,2013
2013-01-01,New Year's Day,NB,2013
2013-01-01,New Year's Day,NL,2013
2013-01-01,New Year's Day,NS,2013
2013-01-01,New Year's Day,NT,2013
2013-01-01,New Year's Day,NU,2013
2013-01-01,New Year's Day,ON,2013
2013-01-01,New Year's Day,PE,2013
2013-01-01,New Year's Day,QC,2013
2013-01-01,New Year's Day,SK,2013
2013-01-01,New Year's Day,YT,2013
2013-02-11,Family Day,BC,2013
2013-02-18,Family Day,AB,2013
2013-02-18,Louis Riel Day,MB,2013
2013-02-18,Family Day,ON,2013
2013-02-18,Islander Day,PE,2013
2013-02-18,Family Day,SK,2013
2013-03-29,Good Friday,AB,2013
2013-03-29,Good Friday,BC,2013
2013-03-29,Good Friday,MB,2013
2013-03-29,Good Friday,NB,2013
2013-03-29,Good Friday,NL,2013
2013-03-29,Good Friday,NS,2013
2013-03-29,Good Friday,NT,2013
2013-03-29,Good Friday,NU,2013
2013-03-29,Good Friday,ON,2013
2013-03-29,Good Friday,PE,2013
2013-03-29,Good Friday,QC,2013
2013-03-29,Good Friday,SK,2013
2013-03-29,Good Friday,YT,2013
2013-05-20,Victoria Day,AB,2013
2013-05-20,Victoria Day,BC,2013
2013-05-20,Victoria Day,MB,2013
2013-05-20,Victoria Day,NT,2013
2013-05-20,Victoria Day,NU,2013
2013-05-20,Victoria Day,ON,2013
2013-05-20,National Patriots' Day,QC,2013
2013-05-20,Victoria Day,SK,2013
2013-05-20,Victoria Day,YT,2013
2013-06-21,National Aboriginal Day,NT,2013
2013-06-24,Saint John the Baptist Day,QC,2013
2013-07-01,Canada Day,AB,2013
2013-07-01,Canada Day,BC,2013
2013-07-01,Canada Day,MB,2013
2013-07-01,Canada Day,NB,2013
2013-07-01,Canada Day; Memorial Day,NL,2013
2013-07-01,Canada Day,NS,2013
2013-07-01,Canada Day,NT,2013
2013-07-01,Canada Day,NU,2013
2013-07-01,Canada Day,ON,2013
2013-07-01,Canada Day,PE,2013
2013-07-01,Canada Day,QC,2013
2013-07-01,Canada Day,SK,2013
2013-07-01,Canada Day,YT,2013
2013-08-05,British Columbia Day,BC,2013
2013-08-05,New Brunswick Day,NB,2013
2013-08-05,Civic Holiday,NT,2013
2013-08-05,Civic Holiday,NU,2013
2013-08-05,Saskatchewan Day,SK,2013
2013-08-19,Discovery Day,YT,2013
2013-09-02,Labor Day,AB,2013
2013-09-02,Labor Day,BC,2013
2013-09-02,Labor Day,MB,2013
2013-09-02,Labor Day,NB,2013
2013-09-02,Labor Day,NL,2013
2013-09-02,Labor Day,NS,2013
2013-09-02,Labor Day,NT,2013
2013-09-02,Labor Day,NU,2013
2013-09-02,Labor Day,ON,2013
2013-09-02,Labor Day,PE,2013
2013-09-02,Labor Day,QC,2013
2013-09-02,Labor Day,SK,2013
2013-09-02,Labor Day,YT,2013
2013-10-14,Thanksgiving Day,AB,2013
2013-10-14,Thanksgiving Day,BC,2013
2013-10-14,Thanksgiving Day,MB,2013
2013-10-14,Thanksgiving Day,NT,2013
2013-10-14,Thanksgiving Day,NU,2013
2013-10-14,Thanksgiving Day,ON,2013
2013-10-14,Thanksgiving Day,QC,2013
2013-10-14,Thanksgiving Day,SK,2013
2013-10-14,Thanksgiving Day,YT,2013
2013-11-11,Remembrance Day,AB,2013
2013-11-11,Remembrance Day,BC,2013
2013-11-11,Remembrance Day,NB,2013
2013-11-11,Remembrance Day,NL,2013
2013-11-11,Remembrance Day,NS,2013
2013-11-11,Remembrance Day,NT,2013
2013-11-11,Remembrance Day,NU,2013
2013-11-11,Remembrance Day,PE,2013
2013-11-11,Remembrance Day,SK,2013
2013-11-11,Remembrance Day,YT,2013
2013-12-25,Christmas Day,AB,2013
2013-12-25,Christmas Day,BC,2013
2013-12-25,Christmas Day,MB,2013
2013-12-25,Christmas Day,NB,2013
2013-12-25,Christmas Day,NL,2013
2013-12-25,Christmas Day,NS,2013
2013-12-25,Christmas Day,NT,2013
2013-12-25,Christmas Day,NU,2013
2013-12-25,Christmas Day,ON,2013
2013-12-25,Christmas Day,PE,2013
2013-12-25,Christmas Day,QC,2013
2013-12-25,Christmas Day,SK,2013
2013-12-25,Christmas Day,YT,2013
2013-12-26,Boxing Day,ON,2013
2014-01-01,New Year's Day,AB,2014
2014-01-01,New Year's Day,BC,2014
2014-01-01,New Year's Day,MB,2014
2014-01-01,New Year's Day,NB,2014
2014-01-01,New Year's Day,NL,2014
2014-01-01,New Year's Day,NS,2014
2014-01-01,New Year's Day,NT,2014
2014-01-01,New Year's Day,NU,2014
2014-01-01,New Year's Day,ON,2014
2014-01-01,New Year's Day,PE,2014
2014-01-01,New Year's Day,QC,2014
2014-01-01,New Year's Day,SK,2014
2014-01-01,New Year's Day,YT,2014
2014-02-10,Family Day,BC,2014
2014-02-17,Family Day,AB,2014
2014-02-17,Louis Riel Day,MB,2014
2014-02-17,Family Day,ON,2014
2014-02-17,Islander Day,PE,2014
2014-02-17,Family Day,SK,2014
2014-04-18,Good Friday,AB,2014
2014-04-18,Good Friday,BC,2014
2014-04-18,Good Friday,MB,2014
2014-04-18,Good Friday,NB,2014
2014-04-18,Good Friday,NL,2014
2014-04-18,Good Friday,NS,2014
2014-04-18,Good Friday,NT,2014
2014-04-18,Good Friday,NU,2014
2014-04-18,Good Friday,ON,2014
2014-04-18,Good Friday,PE,2014
2014-04-18,Good Friday,QC,2014
2014-04-18,Good Friday,SK,2014
2014-04-18,Good Friday,YT,2014
2014-05-19,Victoria Day,AB,2014
2014-05-19,Victoria Day,BC,2014
2014-05-19,Victoria Day,MB,2014
2014-05-19,Victoria Day,NT,2014
2014-05-19,Victoria Day,NU,2014
2014-05-19,Victoria Day,ON,2014
2014-05-19,National Patriots' Day,QC,2014
2014-05-19,Victoria Day,SK,2014
2014-05-19,Victoria Day,YT,2014
2014-06-21,National Aboriginal Day,NT,2014
2014-06-24,Saint John the Baptist Day,QC,2014
2014-07-01,Canada Day,AB,2014
2014-07-01,Canada Day,BC,2014
2014-07-01,Canada Day,MB,2014
2014-07-01,Canada Day,NB,2014
2014-07-01,Canada Day; Memorial Day,NL,2014
2014-07-01,Canada Day,NS,2014
2014-07-01,Canada Day,NT,2014
2014-07-01,Canada Day,NU,2014
2014-07-01,Canada Day,ON,2014
2014-07-01,Canada Day,PE,2014
2014-07-01,Canada Day,QC,2014
2014-07-01,Canada Day,SK,2014
2014-07-01,Canada Day,YT,2014
2014-08-04,British Columbia Day,BC,2014
2014-08-04,New Brunswick Day,NB,2014
2014-08-04,Civic Holiday,NT,2014
2014-08-04,Civic Holiday,NU,2014
2014-08-04,Saskatchewan Day,SK,2014
2014-08-18,Discovery Day,YT,2014
2014-09-01,Labor Day,AB,2014
2014-09-01,Labor Day,BC,2014
2014-09-01,Labor Day,MB,2014
2014-09-01,Labor Day,NB,2014
2014-09-01,Labor Day,NL,2014
2014-09-01,Labor Day,NS,2014
2014-09-01,Labor Day,NT,2014
2014-09-01,Labor Day,NU,2014
2014-09-01,Labor Day,ON,2014
2014-09-01,Labor Day,PE,2014
2014-09-01,Labor Day,QC,2014
2014-09-01,Labor Day,SK,2014
2014-09-01,Labor Day,YT,2014
2014-10-13,Thanksgiving Day,AB,2014
2014-10-13,Thanksgiving Day,BC,2014
2014-10-13,Thanksgiving Day,MB,2014
2014-10-13,Thanksgiving Day,NT,2014
2014-10-13,Thanksgiving Day,NU,2014
2014-10-13,Thanksgiving Day,ON,2014
2014-10-13,Thanksgiving Day,QC,2014
2014-10-13,Thanksgiving Day,SK,2014
2014-10-13,Thanksgiving Day,YT,2014
2014-11-11,Remembrance Day,AB,2014
2014-11-11,Remembrance Day,BC,2014
2014-11-11,Remembrance Day,NB,2014
2014-11-11,Remembrance Day,NL,2014
2014-11-11,Remembrance Day,NS,2014
2014-11-11,Remembrance Day,NT,2014
2014-11-11,Remembrance Day,NU,2014
2014-11-11,Remembrance Day,PE,2014
2014-11-11,Remembrance Day,SK,2014
2014-11-11,Remembrance Day,YT,2014
2014-12-25,Christmas Day,AB,2014
2014-12-25,Christmas Day,BC,2014
2014-12-25,Christmas Day,MB,2014
2014-12-25,Christmas Day,NB,2014
2014-12-25,Christmas Day,NL,2014
2014-12-25,Christmas Day,NS,2014
2014-12-25,Christmas Day,NT,2014
2014-12-25,Christmas Day,NU,2014
2014-12-25,Christmas Day,ON,2014
2014-12-25,Christmas Day,PE,2014
2014-12-25,Christmas Day,QC,2014
2014-12-25,Christmas Day,SK,2014
2014-12-25,Christmas Day,YT,2014
2014-12-26,Boxing Day,ON,2014
2015-01-01,New Year's Day,AB,2015
2015-01-01,New Year's Day,BC,2015
2015-01-01,New Year's Day,MB,2015
2015-01-01,New Year's Day,NB,2015
2015-01-01,New Year's Day,NL,2015
2015-01-01,New Year's Day,NS,2015
2015-01-01,New Year's Day,NT,2015
2015-01-01,New Year's Day,NU,2015
2015-01-01,New Year's Day,ON,2015
2015-01-01,New Year's Day,PE,2015
2015-01-01,New Year's Day,QC,2015
2015-01-01,New Year's Day,SK,2015
2015-01-01,New Year's Day,YT,2015
2015-02-09,Family Day,BC,2015
2015-02-16,Family Day,AB,2015
2015-02-16,Louis Riel Day,MB,2015
2015-02-16,Heritage Day,NS,2015
2015-02-16,Family Day,ON,2015
2015-02-16,Islander Day,PE,2015
2015-02-16,Family Day,SK,2015
2015-04-03,Good Friday,AB,2015
2015-04-03,Good Friday,BC,2015
2015-04-03,Good Friday,MB,2015
2015-04-03,Good Friday,NB,2015
2015-04-03,Good Friday,NL,2015
2015-04-03,Good Friday,NS,2015
2015-04-03,Good Friday,NT,2015
2015-04-03,Good Friday,NU,2015
2015-04-03,Good Friday,ON,2015
2015-04-03,Good Friday,PE,2015
2015-04-03,Good Friday,QC,2015
2015-04-03,Good Friday,SK,2015
2015-04-03,Good Friday,YT,2015
2015-05-18,Victoria Day,AB,2015
2015-05-18,Victoria Day,BC,2015
2015-05-18,Victoria Day,MB,2015
2015-05-18,Victoria Day,NT,2015
2015-05-18,Victoria Day,NU,2015
2015-05-18,Victoria Day,ON,2015
2015-05-18,National Patriots' Day,QC,2015
2015-05-18,Victoria Day,SK,2015
2015-05-18,Victoria Day,YT,2015
2015-06-21,National Aboriginal Day,NT,2015
2015-06-24,Saint John the Baptist Day,QC,2015
2015-07-01,Canada Day,AB,2015
2015-07-01,Canada Day,BC,2015
2015-07-01,Canada Day,MB,2015
2015-07-01,Canada Day,NB,2015
2015-07-01,Canada Day; Memorial Day,NL,2015
2015-07-01,Canada Day,NS,2015
2015-07-01,Canada Day,NT,2015
2015-07-01,Canada Day,NU,2015
2015-07-01,Canada Day,ON,2015
2015-07-01,Canada Day,PE,2015
2015-07-01,Canada Day,QC,2015
2015-07-01,Canada Day,SK,2015
2015-07-01,Canada Day,YT,2015
2015-08-03,British Columbia Day,BC,2015
2015-08-03,New Brunswick Day,NB,2015
2015-08-03,Civic Holiday,NT,2015
2015-08-03,Civic Holiday,NU,2015
2015-08-03,Saskatchewan Day,SK,2015
2015-08-17,Discovery Day,YT,2015
2015-09-07,Labor Day,AB,2015
2015-09-07,Labor Day,BC,2015
2015-09-07,Labor Day,MB,2015
2015-09-07,Labor Day,NB,2015
2015-09-07,Labor Day,NL,2015
2015-09-07,Labor Day,NS,2015
2015-09-07,Labor Day,NT,2015
2015-09-07,Labor Day,NU,2015
2015-09-07,Labor Day,ON,2015
2015-09-07,Labor Day,PE,2015
2015-09-07,Labor Day,QC,2015
2015-09-07,Labor Day,SK,2015
2015-09-07,Labor Day,YT,2015
2015-10-12,Thanksgiving Day,AB,2015
2015-10-12,Thanksgiving Day,BC,2015
2015-10-12,Thanksgiving Day,MB,2015
2015-10-12,Thanksgiving Day,NT,2015
2015-10-12,Thanksgiving Day,NU,2015
2015-10-12,Thanksgiving Day,ON,2015
2015-10-12,Thanksgiving Day,QC,2015
2015-10-12,Thanksgiving Day,SK,2015
2015-10-12,Thanksgiving Day,YT,2015
2015-11-11,Remembrance Day,AB,2015
2015-11-11,Remembrance Day,BC,2015
2015-11-11,Remembrance Day,NB,2015
2015-11-11,Remembrance Day,NL,2015
2015-11-11,Remembrance Day,NS,2015
2015-11-11,Remembrance Day,NT,2015
2015-11-11,Remembrance Day,NU,2015
2015-11-11,Remembrance Day,PE,2015
2015-11-11,Remembrance Day,SK,2015
2015-11-11,Remembrance Day,YT,2015
2015-12-25,Christmas Day,AB,2015
2015-12-25,Christmas Day,BC,2015
2015-12-25,Christmas Day,MB,2015
2015-12-25,Christmas Day,NB,2015
2015-12-25,Christmas Day,NL,2015
2015-12-25,Christmas Day,NS,2015
2015-12-25,Christmas Day,NT,2015
2015-12-25,Christmas Day,NU,2015
2015-12-25,Christmas Day,ON,2015
2015-12-25,Christmas Day,PE,2015
2015-12-25,Christmas Day,QC,2015
2015-12-25,Christmas Day,SK,2015
2015-12-25,Christmas Day,YT,2015
2015-12-26,Boxing Day,ON,2015
2016-01-01,New Year's Day,AB,2016
2016-01-01,New Year's Day,BC,2016
2016-01-01,New Year's Day,MB,2016
2016-01-01,New Year's Day,NB,2016
2016-01-01,New Year's Day,NL,2016
2016-01-01,New Year's Day,NS,2016
2016-01-01,New Year's Day,NT,2016
2016-01-01,New Year's Day,NU,2016
2016-01-01,New Year's Day,ON,2016
2016-01-01,New Year's Day,PE,2016
2016-01-01,New Year's Day,QC,2016
2016-01-01,New Year's Day,SK,2016
2016-01-01,New Year's Day,YT,2016
2016-02-08,Family Day,BC,2016
2016-02-15,Family Day,AB,2016
2016-02-15,Louis Riel Day,MB,2016
2016-02-15,Heritage Day,NS,2016
2016-02-15,Family Day,ON,2016
2016-02-15,Islander Day,PE,2016
2016-02-15,Family Day,SK,2016
2016-03-25,Good Friday,AB,2016
2016-03-25,Good Friday,BC,2016
2016-03-25,Good Friday,MB,2016
2016-03-25,Good Friday,NB,2016
2016-03-25,Good Friday,NL,2016
2016-03-25,Good Friday,NS,2016
2016-03-25,Good Friday,NT,2016
2016-03-25,Good Friday,NU,2016
2016-03-25,Good Friday,ON,2016
2016-03-25,Good Friday,PE,2016
2016-03-25,Good Friday,QC,2016
2016-03-25,Good Friday,SK,2016
2016-03-25,Good Friday,YT,2016
2016-05-23,Victoria Day,AB,2016
2016-05-23,Victoria Day,BC,2016
2016-05-23,Victoria Day,MB,2016
2016-05-23,Victoria Day,NT,2016
2016-05-23,Victoria Day,NU,2016
2016-05-23,Victoria Day,ON,2016
2016-05-23,National Patriots' Day,QC,2016
2016-05-23,Victoria Day,SK,2016
2016-05-23,Victoria Day,YT,2016
2016-06-21,National Aboriginal Day,NT,2016
2016-06-24,Saint John the Baptist Day,QC,2016
2016-07-01,Canada Day,AB,2016
2016-07-01,Canada Day,BC,2016
2016-07-01,Canada Day,MB,2016
2016-07-01,Canada Day,NB,2016
2016-07-01,Canada Day; Memorial Day,NL,2016
2016-07-01,Canada Day,NS,2016
2016-07-01,Canada Day,NT,2016
2016-07-01,Canada Day,NU,2016
2016-07-01,Canada Day,ON,2016
2016-07-01,Canada Day,PE,2016
2016-07-01,Canada Day,QC,2016
2016-07-01,Canada Day,SK,2016
2016-07-01,Canada Day,YT,2016
2016-08-01,British Columbia Day,BC,2016
2016-08-01,New Brunswick Day,NB,2016
2016-08-01,Civic Holiday,NT,2016
2016-08-01,Civic Holiday,NU,2016
2016-08-01,Saskatchewan Day,SK,2016
2016-08-15,Discovery Day,YT,2016
2016-09-05,Labor Day,AB,2016
2016-09-05,Labor Day,BC,2016
2016-09-05,Labor Day,MB,2016
2016-09-05,Labor Day,NB,2016
2016-09-05,Labor Day,NL,2016
2016-09-05,Labor Day,NS,2016
2016-09-05,Labor Day,NT,2016
2016-09-05,Labor Day,NU,2016
2016-09-05,Labor Day,ON,2016
2016-09-05,Labor Day,PE,2016
2016-09-05,Labor Day,QC,2016
2016-09-05,Labor Day,SK,2016
2016-09-05,Labor Day,YT,2016
2016-10-10,Thanksgiving Day,AB,2016
2016-10-10,Thanksgiving Day,BC,2016
2016-10-10,Thanksgiving Day,MB,2016
2016-10-10,Thanksgiving Day,NT,2016
2016-10-10,Thanksgiving Day,NU,2016
2016-10-10,Thanksgiving Day,ON,2016
2016-10-10,Thanksgiving Day,QC,2016
2016-10-10,Thanksgiving Day,SK,2016
2016-10-10,Thanksgiving Day,YT,2016
2016-11-11,Remembrance Day,AB,2016
2016-11-11,Remembrance Day,BC,2016
2016-11-11,Remembrance Day,NB,2016
2016-11-11,Remembrance Day,NL,2016
2016-11-11,Remembrance Day,NS,2016
2016-11-11,Remembrance Day,NT,2016
2016-11-11,Remembrance Day,NU,2016
2016-11-11,Remembrance Day,PE,2016
2016-11-11,Remembrance Day,SK,2016
2016-11-11,Remembrance Day,YT,2016
2016-12-25,Christmas Day,AB,2016
2016-12-25,Christmas Day,BC,2016
2016-12-25,Christmas Day,MB,2016
2016-12-25,Christmas Day,NB,2016
2016-12-25,Christmas Day,NL,2016
2016-12-25,Christmas Day,NS,2016
2016-12-25,Christmas Day,NT,2016
2016-12-25,Christmas Day,NU,2016
2016-12-25,Christmas Day,ON,2016
2016-12-25,Christmas Day,PE,2016
2016-12-25,Christmas Day,QC,2016
2016-12-25,Christmas Day,SK,2016
2016-12-25,Christmas Day,YT,2016
2016-12-26,Christmas Day (observed),AB,2016
2016-12-26,Christmas Day (observed),BC,2016
2016-12-26,Christmas Day (observed),MB,2016
2016-12-26,Christmas Day (observed),NB,2016
2016-12-26,Christmas Day (observed),NL,2016
2016-12-26,Christmas Day (observed),NS,2016
2016-12-26,Christmas Day (observed),NT,2016
2016-12-26,Christmas Day (observed),NU,2016
2016-12-26,Boxing Day; Christmas Day (observed),ON,2016
2016-12-26,Christmas Day (observed),PE,2016
2016-12-26,Christmas Day (observed),QC,2016
2016-12-26,Christmas Day (observed),SK,2016
2016-12-26,Christmas Day (observed),YT,2016
2017-01-01,New Year's Day,AB,2017
2017-01-01,New Year's Day,BC,2017
2017-01-01,New Year's Day,MB,2017
2017-01-01,New Year's Day,NB,2017
2017-01-01,New Year's Day,NL,2017
2017-01-01,New Year's Day,NS,2017
2017-01-01,New Year's Day,NT,2017
2017-01-01,New Year's Day,NU,2017
2017-01-01,New Year's Day,ON,2017
2017-01-01,New Year's Day,PE,2017
2017-01-01,New Year's Day,QC,2017
2017-01-01,New Year's Day,SK,2017
2017-01-01,New Year's Day,YT,2017
2017-01-02,New Year's Day (observed),AB,2017
2017-01-02,New Year's Day (observed),BC,2017
2017-01-02,New Year's Day (observed),MB,2017
2017-01-02,New Year's Day (observed),NB,2017
2017-01-02,New Year's Day (observed),NL,2017
2017-01-02,New Year's Day (observed),NS,2017
2017-01-02,New Year's Day (observed),NT,2017
2017-01-02,New Year's Day (observed),NU,2017
2017-01-02,New Year's Day (observed),ON,2017
2017-01-02,New Year's Day (observed),PE,2017
2017-01-02,New Year's Day (observed),QC,2017
2017-01-02,New Year's Day (observed),SK,2017
2017-01-02,New Year's Day (observed),YT,2017
2017-02-13,Family Day,BC,2017
2017-02-20,Family Day,AB,2017
2017-02-20,Louis Riel Day,MB,2017
2017-02-20,Heritage Day,NS,2017
2017-02-20,Family Day,ON,2017
2017-02-20,Islander Day,PE,2017
2017-02-20,Family Day,SK,2017
2017-04-14,Good Friday,AB,2017
2017-04-14,Good Friday,BC,2017
2017-04-14,Good Friday,MB,2017
2017-04-14,Good Friday,NB,2017
2017-04-14,Good Friday,NL,2017
2017-04-14,Good Friday,NS,2017
2017-04-14,Good Friday,NT,2017
2017-04-14,Good Friday,NU,2017
2017-04-14,Good Friday,ON,2017
2017-04-14,Good Friday,PE,2017
2017-04-14,Good Friday,QC,2017
2017-04-14,Good Friday,SK,2017
2017-04-14,Good Friday,YT,2017
2017-05-22,Victoria Day,AB,2017
2017-05-22,Victoria Day,BC,2017
2017-05-22,Victoria Day,MB,2017
2017-05-22,Victoria Day,NT,2017
2017-05-22,Victoria Day,NU,2017
2017-05-22,Victoria Day,ON,2017
2017-05-22,National Patriots' Day,QC,2017
2017-05-22,Victoria Day,SK,2017
2017-05-22,Victoria Day,YT,2017
2017-06-21,National Aboriginal Day,NT,2017
2017-06-21,National Aboriginal Day,YT,2017
2017-06-24,Saint John the Baptist Day,QC,2017
2017-07-01,Canada Day,AB,2017
2017-07-01,Canada Day,BC,2017
2017-07-01,Canada Day,MB,2017
2017-07-01,Canada Day,NB,2017
2017-07-01,Canada Day; Memorial Day,NL,2017
2017-07-01,Canada Day,NS,2017
2017-07-01,Canada Day,NT,2017
2017-07-01,Canada Day,NU,2017
2017-07-01,Canada Day,ON,2017
2017-07-01,Canada Day,PE,2017
2017-07-01,Canada Day,QC,2017
2017-07-01,Canada Day,SK,2017
2017-07-01,Canada Day,YT,2017
2017-07-03,Canada Day (observed); Memorial Day (observed),NL,2017
2017-07-03,Canada Day (observed),PE,2017
2017-07-03,Canada Day (observed),SK,2017
2017-07-03,Canada Day (observed),YT,2017
2017-08-07,British Columbia Day,BC,2017
2017-08-07,New Brunswick Day,NB,2017
2017-08-07,Civic Holiday,NT,2017
2017-08-07,Civic Holiday,NU,2017
2017-08-07,Saskatchewan Day,SK,2017
2017-08-21,Discovery Day,YT,2017
2017-09-04,Labor Day,AB,2017
2017-09-04,Labor Day,BC,2017
2017-09-04,Labor Day,MB,2017
2017-09-04,Labor Day,NB,2017
2017-09-04,Labor Day,NL,2017
2017-09-04,Labor Day,NS,2017
2017-09-04,Labor Day,NT,2017
2017-09-04,Labor Day,NU,2017
2017-09-04,Labor Day,ON,2017
2017-09-04,Labor Day,PE,2017
2017-09-04,Labor Day,QC,2017
2017-09-04,Labor Day,SK,2017
2017-09-04,Labor Day,YT,2017
2017-10-09,Thanksgiving Day,AB,2017
2017-10-09,Thanksgiving Day,BC,2017
2017-10-09,Thanksgiving Day,MB,2017
2017-10-09,Thanksgiving Day,NT,2017
2017-10-09,Thanksgiving Day,NU,2017
2017-10-09,Thanksgiving Day,ON,2017
2017-10-09,Thanksgiving Day,QC,2017
2017-10-09,Thanksgiving Day,SK,2017
2017-10-09,Thanksgiving Day,YT,2017
2017-11-11,Remembrance Day,AB,2017
2017-11-11,Remembrance Day,BC,2017
2017-11-11,Remembrance Day,NB,2017
2017-11-11,Remembrance Day,NL,2017
2017-11-11,Remembrance Day,NS,2017
2017-11-11,Remembrance Day,NT,2017
2017-11-11,Remembrance Day,NU,2017
2017-11-11,Remembrance Day,PE,2017
2017-11-11,Remembrance Day,SK,2017
2017-11-11,Remembrance Day,YT,2017
2017-11-13,Remembrance Day (observed),AB,2017
2017-11-13,Remembrance Day (observed),NL,2017
2017-11-13,Remembrance Day (observed),NS,2017
2017-11-13,Remembrance Day (observed),PE,2017
2017-11-13,Remembrance Day (observed),SK,2017
2017-11-13,Remembrance Day (observed),YT,2017
2017-12-25,Christmas Day,AB,2017
2017-12-25,Christmas Day,BC,2017
2017-12-25,Christmas Day,MB,2017
2017-12-25,Christmas Day,NB,2017
2017-12-25,Christmas Day,NL,2017
2017-12-25,Christmas Day,NS,2017
2017-12-25,Christmas Day,NT,2017
2017-12-25,Christmas Day,NU,2017
2017-12-25,Christmas Day,ON,2017
2017-12-25,Christmas Day,PE,2017
2017-12-25,Christmas Day,QC,2017
2017-12-25,Christmas Day,SK,2017
2017-12-25,Christmas Day,YT,2017
2017-12-26,Boxing Day,ON,2017
2018-01-01,New Year's Day,AB,2018
2018-01-01,New Year's Day,BC,2018
2018-01-01,New Year's Day,MB,2018
2018-01-01,New Year's Day,NB,2018
2018-01-01,New Year's Day,NL,2018
2018-01-01,New Year's Day,NS,2018
2018-01-01,New Year's Day,NT,2018
2018-01-01,New Year's Day,NU,2018
2018-01-01,New Year's Day,ON,2018
2018-01-01,New Year's Day,PE,2018
2018-01-01,New Year's Day,QC,2018
2018-01-01,New Year's Day,SK,2018
2018-01-01,New Year's Day,YT,2018
2018-02-12,Family Day,BC,2018
2018-02-19,Family Day,AB,2018
2018-02-19,Louis Riel Day,MB,2018
2018-02-19,Family Day,NB,2018
2018-02-19,Heritage Day,NS,2018
2018-02-19,Family Day,ON,2018
2018-02-19,Islander Day,PE,2018
2018-02-19,Family Day,SK,2018
2018-03-30,Good Friday,AB,2018
2018-03-30,Good Friday,BC,2018
2018-03-30,Good Friday,MB,2018
2018-03-30,Good Friday,NB,2018
2018-03-30,Good Friday,NL,2018
2018-03-30,Good Friday,NS,2018
2018-03-30,Good Friday,NT,2018
2018-03-30,Good Friday,NU,2018
2018-03-30,Good Friday,ON,2018
2018-03-30,Good Friday,PE,2018
2018-03-30,Good Friday,QC,2018
2018-03-30,Good Friday,SK,2018
2018-03-30,Good Friday,YT,2018
2018-05-21,Victoria Day,AB,2018
2018-05-21,Victoria Day,BC,2018
2018-05-21,Victoria Day,MB,2018
2018-05-21,Victoria Day,NT,2018
2018-05-21,Victoria Day,NU,2018
2018-05-21,Victoria Day,ON,2018
2018-05-21,National Patriots' Day,QC,2018
2018-05-21,Victoria Day,SK,2018
2018-05-21,Victoria Day,YT,2018
2018-06-21,National Aboriginal Day,NT,2018
2018-06-21,National Aboriginal Day,YT,2018
2018-06-24,Saint John the Baptist Day,QC,2018
2018-06-25,Saint John the Baptist Day (observed),QC,2018
2018-07-01,Canada Day,AB,2018
2018-07-01,Canada Day,BC,2018
2018-07-01,Canada Day,MB,2018
2018-07-01,Canada Day,NB,2018
2018-07-01,Canada Day; Memorial Day,NL,2018
2018-07-01,Canada Day,NS,2018
2018-07-01,Canada Day,NT,2018
2018-07-01,Canada Day,NU,2018
2018-07-01,Canada Day,ON,2018
2018-07-01,Canada Day,PE,2018
2018-07-01,Canada Day,QC,2018
2018-07-01,Canada Day,SK,2018
2018-07-01,Canada Day,YT,2018
2018-07-02,Canada Day (observed),AB,2018
2018-07-02,Canada Day (observed),BC,2018
2018-07-02,Canada Day (observed); Memorial Day (observed),NL,2018
2018-07-02,Canada Day (observed),PE,2018
2018-07-02,Canada Day (observed),QC,2018
2018-07-02,Canada Day (observed),SK,2018
2018-07-02,Canada Day (observed),YT,2018
2018-08-06,British Columbia Day,BC,2018
2018-08-06,New Brunswick Day,NB,2018
2018-08-06,Civic Holiday,NT,2018
2018-08-06,Civic Holiday,NU,2018
2018-08-06,Saskatchewan Day,SK,2018
2018-08-20,Discovery Day,YT,2018
2018-09-03,Labor Day,AB,2018
2018-09-03,Labor Day,BC,2018
2018-09-03,Labor Day,MB,2018
2018-09-03,Labor Day,NB,2018
2018-09-03,Labor Day,NL,2018
2018-09-03,Labor Day,NS,2018
2018-09-03,Labor Day,NT,2018
2018-09-03,Labor Day,NU,2018
2018-09-03,Labor Day,ON,2018
2018-09-03,Labor Day,PE,2018
2018-09-03,Labor Day,QC,2018
2018-09-03,Labor Day,SK,2018
2018-09-03,Labor Day,YT,2018
2018-10-08,Thanksgiving Day,AB,2018
2018-10-08,Thanksgiving Day,BC,2018
2018-10-08,Thanksgiving Day,MB,2018
2018-10-08,Thanksgiving Day,NT,2018
2018-10-08,Thanksgiving Day,NU,2018
2018-10-08,Thanksgiving Day,ON,2018
